Reservoir,Reservoir_type,Year,Cyanobacteria_Max_cells/ml,logCyanoMax_cells/ml,Chlorophyll_a_ug/l,Secchi_cm,TP_ppb,P_dissolved_ppb,TKN_ppm,NH3_ppm,NOx_ppm,TOC_ppm,Alkalinity_ppm,NH36to8inflow_ppm,TKN6to8inflow_ppm,NOx6to8inflow_ppm,TP6to8inflow_ppb,TOC6to8inflow_ppm,Summer_precip_inches,Summer_precip_Z-score,mayST_Celsius,junST_Celsius,julST_Celsius,augST_Celsius,mayDO_mg/l,junDO_mg/l,mayDT_Celsius,junDT_Celsius,julDT_Celsius,augDT_Celsius
CMR,3,2016,418561.7,5.622,15.79,33,59.7,na,1.039,0.137,0.422,8.07,116.5,na,na,na,na,na,15.15,0.619,18.58,27.07,30.43,29.16,4.25,0.62,13.71,18.2,23.33,23.8
CMR,3,2017,2705109.4,6.432,19.41,36,59.1,22.8,1.109,0.169,0.075,8.51,119.9,0.148,0.42,0.326,85,5.2,12.6,-0.036,20.09,24.74,27.31,26.55,5.37,0.79,14.32,17.47,22.25,22.92
CMR,3,2018,1136676,6.056,23.83,41,93.1,46.6,1.259,0.167,0.268,8.43,114,0.163,0.375,0.328,161,3.9,12.09,-0.167,21.63,27.2,29.53,27.01,5.41,-0.08,10.43,14.86,20.33,21.5
CRR,1,1987,na,na,3.07,134,10,7.833333333,0.1,0.05,na,0.58,27.5,0,0.17,2.16,27.6,1.6,11.91,-0.57,na,na,na,na,na,na,na,na,na,na
CRR,1,1988,na,na,3.87,144,189.3,5,0.15,0.088,0.2,1.63,33.3,0.05,0.325,0.525,80,3.3,13.04,-0.244,na,na,na,na,na,na,na,na,na,na
CRR,1,1989,na,na,2.38,129,5,5,0.25,0.075,0.15,2.5,28.5,0.075,0.25,0.625,15.8,2,13.55,-0.097,15.89,24.97,27.25,26.76,10.26,5.26,9.96,13.74,15.64,17.02
CRR,1,1990,na,na,1,118,na,na,na,na,na,na,na,na,na,na,na,na,14.52,0.182,17.72,23.26,27.07,26.82,8.1,5.04,11.41,15.34,16.03,17.18
CRR,1,1991,na,na,na,na,na,na,na,0.05,na,1,28.5,0.025,0.175,0.163,36,3.8,11.45,-0.702,21.28,25.89,27.83,26.62,8.25,7.43,11.29,12.78,15.05,15.48
CRR,1,1992,44091.7,4.644,1.91,134.5,15,50,0.275,0.05,0.3,2.67,22.2,0.125,0.525,0.35,55.5,2.8,13.99,0.029,19.04,21.62,26.97,25.35,9.21,8.04,9.31,10.28,13.31,15.45
CRR,1,1993,972.2,2.988,2.61,116,na,na,na,na,na,na,18.1,na,na,na,na,na,14.93,0.3,19.14,24.07,28.97,27.57,9.79,7.07,9.88,12.96,13.85,15.39
CRR,1,1994,na,na,na,135,na,na,na,na,na,3,na,na,na,na,na,5.8,13.19,-0.201,17.6,25.79,27.31,25.93,8.68,5.39,11.75,12.64,13.16,13.51
CRR,1,1995,420.7,2.624,2.71,87.6,na,na,na,na,na,4.17,30.7,na,na,na,na,6.6,12.98,-0.262,17.82,24.07,27.71,28.99,8.06,4.5,13.37,14.87,16.34,16.16
CRR,1,1996,na,na,na,94,na,na,na,na,0.376,3.15,33.1,na,na,0.303,na,3.3,10.87,-0.869,18.42,25.74,27.25,27.27,10.15,4.96,12.55,16.04,17.11,17.15
CRR,1,1997,na,na,7.88,99,na,na,na,na,0.087,3.69,na,na,na,0.43,na,3.9,17.81,1.13,16.29,22.06,27.92,26.83,6.38,4.23,12.6,15.24,16.52,16.71
CRR,1,1998,83.5,1.922,4.34,117,na,na,na,na,na,na,na,na,na,na,na,na,13.84,-0.014,21.75,25.12,27.52,27.9,7.45,4.31,12.92,15.85,18.33,18.5
CRR,1,1999,29.8,1.474,na,93,7.8,6.25,0.16,na,0.088,2.43,38,na,0.35,0.295,15.8,3.1,7.3,-1.898,21.46,26.7,28.22,27.27,7.67,6.01,11.71,13.28,14.3,14.87
CRR,1,2000,139.2,2.144,na,85,na,na,na,na,na,na,na,na,na,na,na,na,20.63,1.942,20.42,25.83,27.46,27.22,6.34,4.18,12.28,13.55,17.57,20.36
CRR,1,2001,146.6,2.166,na,na,na,na,na,na,na,na,na,na,na,na,na,na,19.15,1.516,21.76,24.2,27.55,27.91,7.69,5.74,10.39,12.51,15.15,18.89
CRR,1,2002,302.8,2.481,na,100.3,na,na,na,na,na,na,na,na,na,na,na,na,7.17,-1.935,18.59,26.36,28.46,28.19,6.46,2.9,13.89,14.82,14.78,15.52
CRR,1,2003,191.5,2.282,na,129,na,na,na,na,na,na,na,na,na,na,na,na,14.9,0.292,18.87,23.6,27.37,27.14,5.57,4.48,13.2,16.87,17.56,18.19
CRR,1,2004,552.5,2.742,na,125.7,na,na,na,na,na,na,na,na,na,na,na,na,18.24,1.254,21.68,25.95,27.26,25.86,6.63,4.27,12.28,17.15,18.7,19.02
CRR,1,2005,64.1,1.807,na,240,na,na,na,na,na,na,na,na,na,na,na,na,10.82,-0.884,17.82,25.28,27.29,27.78,8.11,4.51,11.34,12.15,12.21,13.65
CRR,1,2006,132.5,2.122,na,145,na,na,na,na,na,na,na,na,na,na,na,na,11.36,-0.728,19.58,24.32,27.62,27.77,6.87,6.36,11.57,12.8,14.48,15.33
CRR,1,2007,13.8,1.14,na,168,na,na,0.202,0.018,0.008,2.02,34,0,0.402,0.008,9,3,12.11,-0.512,20.96,25.77,26.07,28,7.9,5.76,10.55,12.23,12.92,13.85
CRR,1,2008,76266.2,4.882,na,na,4.7,na,na,0.06,0.06,10.34,83.6,na,na,na,na,na,12.89,-0.287,17.85,24.92,26.25,25.96,6.85,4.22,12.1,13.44,14.25,14.54
CRR,1,2009,na,na,na,101,63.5,na,0.318,0.065,0.52,5.54,72.3,0.082,0.3,0.875,72,6.2,10.44,-0.993,19.54,24.84,25.41,26.96,7.06,2.92,13.34,15.84,16.92,19.36
CRR,1,2010,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12.31,-0.454,21.43,26.5,29.04,28.36,6.24,2.78,13.33,15.53,16.5,17.42
CRR,1,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12.96,-0.267,na,na,na,na,na,na,na,na,na,na
CRR,1,2012,na,na,na,160,14.4,na,0.347,0.015,na,3.47,48,0.084,0.28,0.35,27,4,11.19,-0.777,na,na,na,27.04,na,na,na,na,na,16.63
CRR,1,2013,60547.5,4.782,na,119,10.4,na,0.749,0.014,0.205,2.95,59,na,na,na,na,na,13.57,-0.092,na,na,na,na,na,na,na,na,na,na
CRR,1,2014,1941.5,3.288,na,152,51.4,na,1.44,0.163,0.275,5.42,na,na,na,na,na,na,13.55,-0.097,na,na,28.5,na,na,na,na,na,14.24,na
CRR,1,2015,176731.4,5.247,2.26,96,8.1,na,0.3,0.115,0.076,3.03,33.4,na,na,na,na,na,21.21,2.109,na,na,na,28.1,na,na,na,na,na,20.47
CRR,1,2016,92429.9,4.966,2.41,124,27.8,na,0.389,0.137,0.101,4.18,48.8,na,na,na,na,na,14.51,0.179,19.86,26.24,28.59,29.04,7.33,2.84,13.53,15.27,16.11,17.83
CRR,1,2017,155995.7,5.193,8.24,60,3.5,2,0.319,0.077,0.078,4.12,39.7,0.071,0.2,0.183,2,2.9,17.46,1.029,20.85,25.32,27.76,28.38,6.66,3.03,13.84,16.67,19.66,21.89
CRR,1,2018,498213.5,5.697,6.31,121,58.1,42.3,0.189,0.093,0.147,4.15,47,na,na,na,na,na,20.56,1.922,24.81,27.55,28.9,27.73,6.87,4.06,12.6,14.38,17.49,18.92
EFR,2,1987,na,na,10.87,39,26.2,5,0.486,0.129,0.494,4.86,104.7,0,0.4,0.775,202,7.5,10.8,-0.627,na,na,na,na,na,na,na,na,na,na
EFR,2,1988,na,na,24.47,62,110.8,420,0.45,0.091,0.283,4.56,128,0.4,0.7,2.5,na,7,8.99,-1.082,na,na,na,na,na,na,10.91,na,na,na
EFR,2,1989,na,na,8.38,46,67.6,15,0.511,0.111,0.406,5.67,95.5,0.3,0.7,1.7,417,6,10.41,-0.725,15.38,24.14,26.86,26.02,4.24,2.23,11.09,13.91,14.21,14.31
EFR,2,1990,na,na,5.67,25.2,103.5,78,0.521,0.11,0.661,6.12,66.4,0.033,0.367,1.967,249.7,5.7,12.65,-0.163,16.59,23.06,26.86,26.54,5.53,1.72,12.16,16.44,16.97,17.18
EFR,2,1991,na,na,na,na,52.9,13.5,0.378,0.075,0.725,6.04,9.7,0,0.283,0.05,239,6.3,15.12,0.458,22.24,26.75,27.19,26.5,4.44,1.79,11.76,13.15,14.75,15.13
EFR,2,1992,3916.9,3.593,11.07,37.7,60,35,na,0.1,na,7.25,34.4,0.3,na,2.483,184,6,12.3,-0.251,17.97,23.38,25.98,26.05,5.54,2.92,7.89,8.7,9.87,14.48
EFR,2,1993,13888.9,4.143,10.26,41,na,na,na,0.058,na,7.67,31.7,0,na,na,na,6.7,10.84,-0.617,18.65,24.67,28.47,26.54,6.08,2.35,12.47,12.85,11.92,10.62
EFR,2,1994,na,na,6.01,59,na,na,na,na,na,9.6,na,na,na,na,na,7.5,12.28,-0.256,17.78,24.75,28.03,25.65,3.76,0.54,12.2,12.89,13.84,13.91
EFR,2,1995,4962.2,3.696,7.78,35.6,na,na,na,na,na,9.46,87.5,na,na,na,na,11.5,12.46,-0.21,18.75,25.09,27.23,29.52,4.15,0.62,12.54,18.47,18.62,18.68
EFR,2,1996,na,na,na,37.3,na,na,na,na,na,6.89,85.1,na,na,0.486,na,8.2,10.2,-0.778,18.36,24.3,26.12,27.55,4.88,1.53,13.93,18.36,18.82,18.4
EFR,2,1997,na,na,16.37,42.3,14.9,17.2,0.032,na,0.764,7.51,na,na,na,0.521,na,7.2,18.26,1.247,15.39,22.89,28.81,26.77,3.86,3.1,10.62,16.18,19.95,20.18
EFR,2,1998,12206.4,4.087,28.57,45,na,na,1.395,na,na,6.45,76.7,na,1.033,na,na,5.3,18,1.181,21.7,23.48,27.64,27.49,3.61,2.46,13.11,17.22,20.62,20.93
EFR,2,1999,4442.3,3.648,na,54.3,26.8,7.142857143,0.429,na,0.025,5.88,87.1,na,0.8,2.5,330,7.6,6.85,-1.62,20.69,26.12,28.81,27.32,4.49,3.02,8.19,9.4,9.63,9.97
EFR,2,2000,11731.9,4.069,na,33.5,na,na,na,na,na,na,na,na,na,na,na,na,15.45,0.541,19.73,25.28,26.6,26.75,2.61,1.79,10.45,11.57,13.11,13.33
EFR,2,2001,7777,3.891,na,36.3,na,na,na,na,na,na,na,na,na,na,na,na,22.18,2.231,20.42,24.48,27.17,28.26,3.89,1.31,8.48,11.94,14.97,21.69
EFR,2,2002,na,na,na,34.5,na,na,na,na,na,na,na,na,na,na,na,na,7.49,-1.459,18.86,26.8,28.44,28.15,3.88,1.11,14.56,16.65,16.8,17.04
EFR,2,2003,16434.3,4.216,34.08,40.7,111.2,40.775,0.785,na,0.437,7.52,82.4,na,0.553,0.409,214.5,5.9,15.33,0.511,19.46,23.27,27.42,27.52,4.41,1.09,13.78,18.36,18.83,19.64
EFR,2,2004,16380,4.214,na,43.8,na,na,na,na,na,na,96.2,na,na,na,na,na,13.82,0.131,21.29,24.77,25.81,25.59,3.18,0.53,11.99,15.7,15.98,20.83
EFR,2,2005,30861.6,4.489,na,53.8,na,na,na,na,na,na,na,na,na,na,na,na,12.92,-0.095,18.27,26.02,29.15,28.7,3.43,1.58,8.89,10.37,11.06,11.39
EFR,2,2006,18324.4,4.263,na,38.7,na,na,na,na,na,na,na,na,na,na,na,na,11.06,-0.562,21.34,25.85,29.87,30.47,4.57,2.4,12.05,13.05,13.97,13.99
EFR,2,2007,2260.9,3.354,na,52,na,na,0.637,0.018,0.01,5.81,92,0,0.826,0.407,163,7.1,7.49,-1.459,22.65,24.98,26.49,27.77,3.84,1.26,7.91,8.77,9.84,10.18
EFR,2,2008,59671.3,4.776,na,na,102,na,na,0.04,0.084,6.73,105.3,0.105,na,0.25,470,8.3,10.6,-0.678,18.86,25.66,26.88,26.08,4,1.5,11.91,16.08,16.73,16.91
EFR,2,2009,505107.5,5.703,na,34.5,300,na,1.137,0.126,0.245,14,92,0.028,1.027,1.673,646.7,13.4,17.61,1.083,21.56,24.98,25.54,27.84,3.47,0.92,10.71,13.38,14.22,22.19
EFR,2,2010,536722.5,5.73,na,44.8,96.2,na,1.674,0.057,0.193,6.41,89.3,0,0.936,1.231,236.8,6.8,13.19,-0.027,20.78,26.47,28.81,29.14,3.35,0.45,14.4,18.02,20.27,20.27
EFR,2,2011,483738.4,5.685,na,45,na,na,na,na,na,na,na,na,na,0.57,na,na,13.87,0.144,na,na,na,na,na,na,na,na,na,na
EFR,2,2012,1316.4,3.119,12.15,59.7,105.3,na,0.983,0.069,0.178,6.1,85,0,0.56,1.025,325,4.1,8.38,-1.235,22.81,26,28.06,27.33,2.23,-0.08,15.14,16.24,16.48,16.38
EFR,2,2013,638834.3,5.805,na,33.3,81.4,na,1.19,0.041,0.216,8.42,91.8,0.033,0.2,1.05,245,5.6,15.36,0.518,na,na,27.52,26.98,na,na,na,na,na,16.5
EFR,2,2014,564399.6,5.752,na,38.3,58.8,na,2.177,0.167,0.053,7.64,103.3,0.13,2.4,0.189,390.5,10.8,11.16,-0.537,na,na,26.55,25.59,na,na,na,na,15.59,15.42
EFR,2,2015,1088526.6,6.037,3.58,25,72.1,na,2.207,0.167,0.047,8.14,95,0.142,1.9,0.58,161.5,6.2,23.2,2.487,na,26.42,28.62,26.87,na,0.18,na,11.26,22.31,22.62
EFR,2,2016,748579.7,5.874,8.69,47,82.4,na,0.878,0.11,0.044,9.09,103.8,0.048,0.766,0.542,215,8.9,16.63,0.837,19.34,25.81,27.2,28.84,3.56,1.24,11.89,13.08,13.99,15.04
EFR,2,2017,12803359,7.107,5.46,22,165.7,175.5,1.667,0.115,0.118,11.98,90.5,0.087,0.665,0.901,263,7.9,12.99,-0.077,20.55,25.94,26.56,25.81,2.48,0.09,15.31,16.56,21.8,20.92
EFR,2,2018,4147082.8,6.618,17.79,28,140.2,28.95,1.277,0.218,0.276,11.04,85.7,0.139,1.251,1.36,452.5,12.4,17.63,1.088,21.72,27.09,28.58,26.9,3.83,1.41,11.12,12.76,14.84,17.17
GRR,2,1987,na,na,3,na,5,5,0.1,0.05,0.3,1,47.5,0,0.175,0.05,8.5,2,19.83,1.491,na,na,na,na,na,na,na,na,na,na
GRR,2,1988,na,na,2.4,120,50,na,0.4,0.05,0.45,1.25,45,0,0.267,0.067,103.3,1.7,13.06,-0.183,na,na,na,na,na,na,na,na,na,na
GRR,2,1989,na,na,11.88,72,7.3,5,0.2,na,na,na,47,0.1,0.25,0.9,21.5,2,12.43,-0.339,18.29,24.9,26.29,26.38,8.89,2.84,9.3,11.68,14.36,15.2
GRR,2,1990,na,na,1.25,120,7.2,5,0.15,0.05,na,2.5,59.6,0,0.1,0.1,42,1,13.46,-0.084,16.21,23.85,26.42,26.87,6.66,3.36,12.07,14.97,15.59,15.72
GRR,2,1991,na,na,na,168,na,na,na,na,na,2,52.3,0,na,na,na,4,10.76,-0.752,21.02,25.8,27.37,26.56,5.73,3.68,12.23,12.8,13.4,13.71
GRR,2,1992,20524.7,4.312,10.69,108,44.3,52,0.95,0.064,0.2,4.11,34.4,0.05,0.9,0.7,276,3.7,16.01,0.546,na,22.2,25.18,24.28,na,5.1,na,12.04,15.27,15.65
GRR,2,1993,6600,3.82,4.22,90,na,na,na,na,na,na,62.2,na,na,na,na,na,10.62,-0.786,19.49,24.84,29.44,28.26,7.63,6.08,10.4,10.83,11.67,12.79
GRR,2,1994,na,na,6.32,73.3,na,na,na,na,na,4.25,na,na,na,na,na,6.5,17.7,0.964,17.86,26.42,27.96,26.72,6.68,2.72,10.77,12.94,13.44,14.38
GRR,2,1995,2733.3,3.437,4.35,85,na,na,na,na,na,6.08,34,na,na,na,na,4.7,8.59,-1.288,19.48,26.43,28.94,30,6.06,1.28,12.13,16.23,17.08,17.34
GRR,2,1996,na,na,na,79.3,na,na,na,na,na,3.91,47,na,na,0.441,na,3.2,15.2,0.346,19.84,26.51,27.41,27.39,4.95,2.73,12.51,14.67,16.36,18.37
GRR,2,1997,na,na,7.31,59.3,na,na,na,na,0.005,5.47,na,na,na,0.005,na,4,18.8,1.236,17.11,22.34,29.37,26.94,5.45,2.88,12.6,14.67,16.17,16.13
GRR,2,1998,2063.9,3.315,10.84,73,na,na,na,na,na,na,na,na,na,na,na,na,16.3,0.618,23.49,26.11,28.92,27.92,5.53,2.93,14.43,16.27,18.12,17.92
GRR,2,1999,2475.2,3.394,na,90,9.2,5.833333333,0.35,na,0.29,3.13,37.5,na,0.3,0.14,16.7,2.4,5.96,-1.939,21.64,25.98,28.83,27.99,6.95,3.81,12.09,12.63,13.36,13.87
GRR,2,2000,2563.1,3.409,na,78,na,na,na,na,na,na,na,na,na,na,na,na,12.66,-0.282,21.03,25.95,27.42,27.16,4.83,2.03,13.26,13.89,14.38,15.27
GRR,2,2001,7629.7,3.883,na,74,na,na,na,na,na,na,na,na,na,na,na,na,11.37,-0.601,22.23,25.1,27.59,28.85,4.81,3.01,10.42,11.57,12.41,13.28
GRR,2,2002,na,na,na,62.7,na,na,na,na,na,na,na,na,na,na,na,na,7.45,-1.57,19.77,26.98,29.22,28.57,5.09,2.45,12.97,14.02,14.5,14.83
GRR,2,2003,35664.3,4.552,na,39.3,na,na,na,na,na,na,na,na,na,na,na,na,15.84,0.504,19.75,24.21,27.67,28.39,4.34,1.56,11.75,14.05,15.05,15.44
GRR,2,2004,59756.5,4.776,na,38.3,na,na,na,na,na,na,na,na,na,na,na,na,13.95,0.037,22.59,26.17,27.74,26.54,4.24,1.96,11.74,14.27,14.9,15.63
GRR,2,2005,11043.8,4.043,na,81,na,na,na,na,na,na,na,na,na,na,na,na,13.43,-0.092,20.69,26.53,28.19,28.91,4.98,4.31,10.93,11.65,13.07,13.02
GRR,2,2006,1387.5,3.142,na,78.7,30,na,0.559,na,0.113,3.56,44.1,na,0.587,0.537,83.3,4,16.77,0.734,20.43,25.53,28.01,28.47,5,2.19,11.84,13.33,14.36,14.97
GRR,2,2007,3967.8,3.599,na,135,na,na,0.316,0.018,0.008,2.52,54,0,0.347,0.008,9,2.7,9.04,-1.177,22.24,27.02,27.3,29.76,4.61,2.27,10.99,11.98,12.76,13.44
GRR,2,2008,29452.5,4.469,na,89,42.4,na,na,0.023,0.038,8.17,78.5,na,na,na,na,na,9.93,-0.957,18.81,25.72,27.59,27.7,5.96,2.48,12.41,13.01,13.66,14.37
GRR,2,2009,na,na,na,63,51.1,na,0.784,0.039,0.858,6.5,73.5,0.061,0.66,2.88,165,7.3,19.7,1.458,20.5,26.95,26.46,27.79,5.6,1.43,13.27,15.03,16.77,17.6
GRR,2,2010,86698.2,4.938,na,73,na,na,na,na,na,na,na,na,na,na,na,na,13.08,-0.178,20.96,28.41,29.49,29.89,5.48,0.94,13.94,14.63,16.07,15.79
GRR,2,2011,37539.9,4.574,na,122,13.8,na,0.463,0.011,0.148,4.35,52,0,0.14,0.42,23,4,7.82,-1.479,na,na,29.3,na,na,na,na,na,15.3,na
GRR,2,2012,27643.2,4.442,na,50,8.7,na,1.06,0.045,na,3.31,59.5,na,na,na,na,na,9.64,-1.029,na,na,na,na,na,na,na,na,na,na
GRR,2,2013,451559,5.655,na,na,11.2,na,0.29,0.011,0.16,2.86,54,0,0.58,0.23,20,4.9,20.03,1.54,na,na,na,na,na,na,na,na,na,na
GRR,2,2014,260796.2,5.416,na,70,8.1,na,0.9,0.059,0.011,3.5,na,0.065,0.9,0.022,28.7,2.7,13.33,-0.116,na,na,25.99,na,na,na,na,na,na,na
GRR,2,2015,108254.6,5.034,7.98,64,49,na,0.72,0.24,0.008,4.22,66.9,0.174,0.8,0.413,70,3.9,20.17,1.575,na,27.44,na,27.16,na,na,na,na,na,16.16
GRR,2,2016,364758.6,5.562,4.79,86,74.3,na,0.505,0.14,0.033,5.13,65.4,0.213,0.919,0.456,104,6,19.98,1.528,21.23,28.31,29.38,29.8,4.12,1.31,13.47,14.65,16.04,17.46
GRR,2,2017,1024964.8,6.011,12.52,48,4.6,2,0.521,0.071,0.01,5.23,61.2,0.072,0.26,1.02,17,3.6,13.39,-0.102,21.55,25.97,29.68,27.83,3.46,0.81,13.87,15.77,16.39,17.09
GRR,2,2018,1205822.3,6.081,14.21,53,78,60.7,0.497,0.137,0.006,4.67,61.2,0.134,0.271,0.184,35,2.7,15.33,0.378,23.35,28.17,29.26,28.13,5.93,2.59,12.05,13.2,15.34,15.96
HTR,3,1987,na,na,25.8,na,164,157.5,1.3,0.2,7.2,7,150.5,0.1,0.75,2,348,9,13.06,-0.075,na,na,na,na,na,na,na,na,na,na
HTR,3,1988,na,na,46,24,65,13.5,0.95,0.05,0.6,4.5,177.5,0.167,0.6,0.333,223.3,3.7,6.94,-1.423,na,na,na,na,na,na,na,na,na,na
HTR,3,1989,na,na,na,na,na,na,na,na,na,na,na,0.2,0.65,2.55,168,5.5,12.29,-0.245,15.62,22.02,25.83,24.33,na,na,na,na,na,na
HTR,3,1990,na,na,10.75,7,na,na,na,na,na,na,na,na,na,na,na,na,13.53,0.028,16.93,20.18,24.86,25.16,na,na,na,na,na,na
HTR,3,1991,na,na,na,16,39,11,1.133,0.417,8.167,5.67,180.5,0.05,0.5,1.3,91.5,6,7.29,-1.346,19.37,23.76,26.96,25.1,na,na,na,na,na,na
HTR,3,1992,3303.4,3.519,8.02,24,5,5,1.2,0.05,3.85,5.5,95,0.05,na,0.05,400,6,11.4,-0.441,17.35,22.96,24.01,25.13,na,na,na,na,na,na
HTR,3,1993,29900,4.476,10.02,10,na,na,na,0.25,na,6,144.5,0.067,na,na,na,9.5,15.38,0.436,17.5,20.75,na,28.51,na,na,na,na,na,na
HTR,3,1994,na,na,6.17,18,na,na,na,na,na,18,na,na,na,na,na,16.5,12.54,-0.19,na,na,na,na,na,na,na,na,na,na
HTR,3,1995,2119.4,3.326,na,18,na,na,na,na,na,13.85,118,na,na,0.412,na,15.5,8.05,-1.179,15.36,22.92,24.69,28.09,na,na,na,na,na,na
HTR,3,1996,na,na,na,9,na,na,na,na,na,7.12,103,na,na,8.72,na,6.9,14.12,0.158,13.83,23.36,24.96,24.76,na,na,na,na,na,na
HTR,3,1997,na,na,44.43,15,na,na,na,na,2.445,10.7,na,na,na,1.13,na,12.1,15.51,0.464,13.95,24.37,24.97,23.26,na,na,na,na,na,na
HTR,3,1998,3243.7,3.511,60,24,na,na,na,na,na,na,na,na,na,na,na,na,19.1,1.255,22.5,25.88,27.84,24.84,na,na,na,na,na,na
HTR,3,1999,3942.7,3.596,na,20,80,35,na,na,na,6.8,140,na,1.7,0.4,200,6.6,8.19,-1.148,18.75,23.29,27.04,26.8,na,na,na,na,na,na
HTR,3,2000,6094.8,3.785,na,24,na,na,na,na,na,na,na,na,na,na,na,na,17.64,0.933,18.26,na,26.16,25.46,na,na,na,na,na,na
HTR,3,2001,4604.4,3.663,na,25,na,na,na,na,na,na,na,na,na,na,na,na,15.81,0.53,19.95,22.19,26.94,27.37,na,na,na,na,na,na
HTR,3,2002,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.85,-1.223,15.55,24.94,27.67,27.9,na,na,na,na,na,na
HTR,3,2003,4341.1,3.638,na,30,na,na,na,na,na,na,na,na,na,na,na,na,22.16,1.929,14.91,21.18,25.12,na,na,na,na,na,na,na
HTR,3,2004,4484.8,3.652,na,17,na,na,na,na,na,na,na,na,na,na,na,na,20.54,1.572,19.7,25.26,25.43,22.95,na,na,na,na,na,na
HTR,3,2005,8238.4,3.916,na,15,na,na,na,na,na,na,na,na,na,na,na,na,9.54,-0.851,18.88,24.37,27.86,27.79,na,na,na,na,na,na
HTR,3,2006,1878.7,3.274,na,23,346,na,2.16,na,0.782,na,150,na,1.7,0.76,470,na,11.69,-0.377,18.08,23.47,27.3,26.66,na,na,na,na,na,na
HTR,3,2007,8392.3,3.924,na,20,na,na,1.684,0.092,0.008,7.08,167,0,0.583,3.898,9,7.3,13.65,0.055,19.45,26.87,27.07,27.44,na,na,na,na,na,na
HTR,3,2008,30293.2,4.481,na,24,206.7,na,1.009,0.404,0.523,18.29,184.3,0.099,1.05,2.65,170,20.5,11.8,-0.353,16.47,23.3,26.46,25.48,na,na,na,na,na,na
HTR,3,2009,na,na,na,12.5,557.1,na,2.244,0.612,12.556,18.46,144,0.675,1.57,3.45,705,22,9.32,-0.899,18.7,25.58,24.93,23.83,na,na,na,na,na,na
HTR,3,2010,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.78,0.524,19.55,22.95,28.41,26.45,na,na,na,na,na,na
HTR,3,2011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.68,-1.481,na,na,na,na,na,na,na,na,na,na
HTR,3,2012,152738.4,5.184,61.25,15,190,na,2.36,0.078,9.68,5.6,122.5,0,1.4,12,140,4,9.48,-0.864,na,24.25,na,na,na,na,na,na,na,na
HTR,3,2013,91747.4,4.963,na,23,106.5,na,1.267,0.028,0.239,7.18,176.7,na,na,na,na,na,12.22,-0.26,na,na,na,na,na,na,na,na,na,na
HTR,3,2014,529262.6,5.724,na,16,121,na,2.5,0.183,1.93,7.45,na,na,na,na,na,na,12.18,-0.269,na,na,na,na,na,na,na,na,na,na
HTR,3,2015,104429.5,5.019,15.81,14,169.8,na,3.217,0.572,0.442,7.2,181,0.144,4.4,0.01,259,7.4,23.82,2.295,na,na,na,24.96,na,na,na,na,na,na
HTR,3,2016,483904.8,5.685,25.99,20,215,na,1.274,0.123,2.027,11.94,143.3,0.026,0.948,1.39,471,10.4,18.87,1.204,16.72,24.07,24.82,26.51,na,na,na,na,na,na
HTR,3,2017,2200424,6.343,29.49,24,97,166,2.588,0.166,2.872,14.38,167,0.084,1.11,3.73,70,9.2,13.6,0.044,na,24.54,26,24.04,na,na,na,na,na,na
HTR,3,2018,1413638.8,6.15,18.56,20,398.4,257,1.387,0.25,2.367,10.87,109.8,0.19,1.82,3.68,518,13.3,18.84,1.198,23.05,22.94,26.81,24.68,na,na,na,na,na,na
MNR,1,1987,na,na,14.3,78,11,8.5,0.15,0.05,0.1,1.5,37,0,0.271,0.3,35.6,3.3,10.63,-0.489,na,na,na,na,na,na,na,na,na,na
MNR,1,1988,na,na,20.6,75,35.6,282.5,0.39,0.05,0.271,2.2,28.6,0.1,0.533,0.083,40.3,3.3,7.96,-1.108,na,na,na,na,na,na,na,na,na,na
MNR,1,1989,na,na,5.5,72,21.3,12,0.2,0.05,0.16,2.2,28.9,0.133,0.271,0.433,37.9,3.7,16.17,0.795,16.48,24.28,26.76,25.67,7.95,3.39,11.59,14.71,16.68,18
MNR,1,1990,na,na,6.58,58.7,117.5,5,0.394,0.062,0.113,3.76,24.2,0.25,0.25,0.15,62.5,4.5,10.77,-0.457,15.99,22.19,25.84,25.25,7.45,3.86,12.01,15.34,17.64,18.78
MNR,1,1991,na,na,na,na,21.7,6.75,0.427,0.17,0.3,4.2,34.5,0.15,0.75,0.125,5,5,6.29,-1.496,21.9,26.55,27.68,25.08,8.07,2.47,13.25,15.73,17.11,18.22
MNR,1,1992,31378.6,4.497,4.38,117,126.8,42.75,0.633,0.28,na,5,28.9,0.133,0.367,0.9,42.3,5,19.07,1.467,18.6,24.22,25.8,25.67,8.49,2.68,13.06,15.47,19.21,21.66
MNR,1,1993,38864.6,4.59,3.37,67.3,na,na,na,0.13,na,4.2,25.4,0.333,na,na,na,4.5,10.71,-0.471,18.43,23.95,29.51,26.99,8.67,3.3,12.47,15.32,18.46,20.17
MNR,1,1994,na,na,10.76,72.4,na,na,na,na,na,6.02,na,na,na,na,na,8,8.96,-0.877,17.94,26.34,27.69,26.2,4.27,0.89,14.38,15.82,17.65,19.06
